,id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene_name,mRNA_ID,b.,signChange,pick_data,growthPhase,test_for,contrast,base
2551,YP_003045783.1,5.57140968690983,1.56573839124318,0.709219560299729,2.20769205883361,0.0272657467879884,0.0545147558554195,surE,ECB_02594,b2744,1,protein,Sta,carbonSource,lactate,glucose
2552,YP_003045784.1,17.0361466957542,2.3398665070551,0.565867067261267,4.1350109282376,3.54937744713321e-05,0.000235877174959355,truD,ECB_02595,b2745,1,protein,Sta,carbonSource,lactate,glucose
2553,YP_003045785.1,12.4514620037821,1.97327687068767,0.966358551510217,2.04197175841602,0.0411543328189921,0.0747152479189022,ispF,ECB_02596,b2746,1,protein,Sta,carbonSource,lactate,glucose
2554,YP_003045786.1,6.73399716750887,2.23689881008806,0.801331406643618,2.79147777254523,0.00524679611770294,0.0146433718554914,ispD,ECB_02597,b2747,1,protein,Sta,carbonSource,lactate,glucose
2555,YP_003045787.1,0.402161530364378,-1.65438383947344,1.32378939379032,-1.24973341472132,0.211396946674583,NA,ftsB,ECB_02598,b2748,-1,protein,Sta,carbonSource,lactate,glucose
2556,YP_003045788.1,0,NA,NA,NA,NA,NA,ygbE,ECB_02599,b2749,NA,protein,Sta,carbonSource,lactate,glucose
2557,YP_003045789.1,4.30260445049041,-1.29084088693473,0.933160776262268,-1.38329955541544,0.166573034296296,0.220539988903674,cysC,ECB_02600,b2750,-1,protein,Sta,carbonSource,lactate,glucose
2558,YP_003045790.1,16.2066455585771,0.71351404846465,0.630921986573148,1.13090693247211,0.258094265151687,0.313661575223524,cysN,ECB_02601,b2751,1,protein,Sta,carbonSource,lactate,glucose
2559,YP_003045791.1,8.80384124022812,-0.586852817226231,0.84658038097998,-0.693203894646017,0.488181604404149,0.544336694811474,cysD,ECB_02602,b2752,-1,protein,Sta,carbonSource,lactate,glucose
2560,YP_003045792.1,0.920376132745639,-2.62851795410662,1.30952801500195,-2.00722544611061,0.0447256633370302,0.0794282908880628,iap,ECB_02603,b2753,-1,protein,Sta,carbonSource,lactate,glucose
2561,YP_003045793.1,0.150835389118144,0.798602001338004,1.2231753878982,0.652892470891072,0.513825603188008,NA,insL-5,ECB_02604,b2754,1,protein,Sta,carbonSource,lactate,glucose
